,Index,2023-02-02_Check,2023-02-02_filename,2023-02-02_Text,2023-02-02_Presence confirm,2023-02-19_Check,2023-02-19_filename,2023-02-19_Text,2023-02-19_Presence confirm
533,533,True,,,,True,,,
534,534,True,,,,True,,,
535,535,True,,,,True,,,
536,536,True,,,,True,,,
537,537,True,southwest_537,Do not sell or share my personal information,Yes,True,southwest_537,Do not sell or share my personal information,Yes
538,538,True,,,,True,,,
539,539,True,,,,True,,,
540,540,True,,,,True,,,
541,541,True,,,,True,,,
542,542,True,jetblue_542,Do not sell my personal information,Yes,True,jetblue_542,Do not sell my personal information,Yes
543,543,True,,,,True,,,
544,544,True,,,,True,,,
545,545,True,,,,True,,,
546,546,True,,,,True,,,
547,547,True,,,,True,,,
548,548,True,,,,True,,,
549,549,True,,,,True,,,
550,550,True,lufthansa_550,Do not sell my personal information,Yes,True,lufthansa_550,Do not sell my personal information,Yes
551,551,True,,,,True,,,
552,552,True,kayak_552,Do not sell or share my personal information,Yes,True,kayak_552,Do not sell or share my personal information,Yes
553,553,True,,,,True,,,
554,554,True,lonelyplanet_554,Do not sell or share my personal information,Yes,True,lonelyplanet_554,Do not sell or share my personal information,Yes
555,555,True,skyscanner_555,Do not sell my personal information,Yes,True,skyscanner_555,Do not sell my personal information,Yes
556,556,True,hotwire_556,Do not sell my personal information,Yes,True,hotwire_556,Do not sell my personal information,Yes
557,557,True,cheapoair_557,Do not sell my personal information,Yes,True,cheapoair_557,Do not sell my personal information,Yes
558,558,True,,,,True,,,
559,559,True,travelzoo_559,Do not sell or share my personal information,Yes,True,travelzoo_559,Do not sell or share my personal information,Yes
560,560,True,,,,True,,,
561,561,True,,,,True,,,
562,562,True,,,,True,,,
563,563,True,,,,True,,,
564,564,True,airfarewatchdog_564,,No,True,airfarewatchdog_564,,No
565,565,True,,,,True,,,
566,566,True,onetravel_566,Do not sell my personal information,Yes,True,onetravel_566,Do not sell my personal information,Yes
567,567,True,,,,True,,,
568,568,True,,,,True,,,
569,569,True,,,,True,,,
570,570,True,,,,True,,,
571,571,True,hilton_571,Do not sell my personal information,Yes,True,hilton_571,Do not sell my personal information,Yes
572,572,True,ihg_572,Do not sell or share my personal information,Yes,True,ihg_572,Do not sell or share my personal information,Yes
573,573,True,,,,True,,,
574,574,True,agoda_574,Do not sell or share my personal information,Yes,True,agoda_574,Do not sell or share my personal information,Yes
575,575,True,,,,True,,,
576,576,True,choicehotels_576,Do not sell my personal information,Yes,True,choicehotels_576,Do not sell my personal information,Yes
577,577,True,,,,True,,,
578,578,True,trivago_578,Do not sell my personal information,Yes,True,trivago_578,Do not sell my personal information,Yes
579,579,True,thrillist_579,Do not sell or share my personal information,Yes,True,thrillist_579,Do not sell or share my personal information,Yes
580,580,True,timeout_580,Do not sell my personal information,Yes,True,timeout_580,Do not sell my personal information,Yes
581,581,True,fodors_581,Do not sell or share my personal information,Yes,True,fodors_581,Do not sell or share my personal information,Yes
582,582,True,travelandleisure_582,Do not sell my personal information,Yes,True,travelandleisure_582,Do not sell my personal information,Yes
583,583,True,travelchannel_583,Do not sell or share my personal information,Yes,True,travelchannel_583,Do not sell or share my personal information,Yes
584,584,True,,,,True,,,
585,585,True,saveur_585,Do not sell my personal information,Yes,True,saveur_585,Do not sell my personal information,Yes
586,586,True,,,,True,,,
587,587,True,,,,True,,,
588,588,True,,,,True,,,
589,589,True,,,,True,,,
590,590,True,,,,True,,,
591,591,True,southernliving_591,Do not sell my personal information,Yes,True,southernliving_591,Do not sell my personal information,Yes
592,592,True,,,,True,,,
593,593,True,bestbuy_593,Do not sell or share my personal information,Yes,True,bestbuy_593,Do not sell or share my personal information,Yes
594,594,True,lg_594,Do not sell or share my personal information,Yes,True,lg_594,Do not sell or share my personal information,Yes
595,595,True,,,,True,,,
596,596,True,panasonic_596,Do not sell my personal information,Yes,True,panasonic_596,Do not sell my personal information,Yes
597,597,True,samsung_597,Do not sell or share my personal information,Yes,True,samsung_597,Do not sell or share my personal information,Yes
598,598,True,,,,True,,,
599,599,True,geappliances_599,Do not sell or share my personal information,Yes,True,geappliances_599,Do not sell or share my personal information,Yes
600,600,True,,,,True,,,
601,601,True,,,,True,,,
602,602,True,whirlpool_602,Do not sell or share my personal information,Yes,True,whirlpool_602,Do not sell or share my personal information,Yes
603,603,True,abt_603,Do not sell my personal information,Yes,True,abt_603,Do not sell my personal information,Yes
604,604,True,,,,True,,,
605,605,True,,,,True,,,
606,606,True,,,,True,,,
607,607,True,,,,True,,,
608,608,True,,,,True,,,
609,609,True,,,,True,,,
610,610,True,tomshardware_610,Do not sell my personal information,Yes,True,tomshardware_610,Do not sell my personal information,Yes
611,611,True,,,,True,,,
612,612,True,,,,True,,,
613,613,True,cdw_613,Do not sell or share my personal information,Yes,True,cdw_613,Do not sell or share my personal information,Yes
614,614,True,,,,True,,,
615,615,True,,,,True,,,
616,616,True,,,,True,,,
617,617,True,,,,True,,,
618,618,True,,,,True,,,
619,619,True,,,,True,,,
620,620,True,,,,True,,,
621,621,True,com_621,Do not sell my personal information,Yes,True,com_621,Do not sell my personal information,Yes
622,622,True,microcenter_622,Do not sell my personal information,Yes,True,microcenter_622,Do not sell my personal information,Yes
623,623,True,,,,True,,,
624,624,True,,,,True,,,
625,625,True,,,,True,,,
626,626,True,,,,True,,,
627,627,True,1ink_627,Do not sell my personal information,Yes,True,1ink_627,Do not sell my personal information,Yes
628,628,True,avg_628,Do not sell my personal information,Yes,True,avg_628,Do not sell my personal information,Yes
629,629,True,norton_629,Do not sell or share my personal information,Yes,True,norton_629,Do not sell or share my personal information,Yes
630,630,True,,,,True,,,
631,631,True,avast_631,Do not sell my personal information,Yes,True,avast_631,Do not sell my personal information,Yes
632,632,True,com_632,,Yes,True,com_632,Do not sell my personal information,Yes
633,633,True,,,,True,,,
634,634,True,,,,True,,,
635,635,True,eset_635,Do not sell or share my personal information,Yes,True,eset_635,Do not sell or share my personal information,Yes
636,636,True,avira_636,Do not sell or share my personal information,Yes,True,avira_636,Do not sell or share my personal information,Yes
637,637,True,,,,True,,,
638,638,True,,,,True,,,
639,639,True,,,,True,,,
640,640,True,,,,True,,,
641,641,True,,,,True,,,
642,642,True,,,,True,,,
643,643,True,,,,True,,,
644,644,True,,,,True,,,
645,645,True,,,,True,,,
646,646,True,,,,True,,,
647,647,True,adobe_647,Do not sell or share my personal information,Yes,True,adobe_647,Do not sell or share my personal information,Yes
648,648,True,,,,True,,,
649,649,True,,,,True,,,
650,650,True,,,,True,,,
651,651,True,,,,True,,,
652,652,True,,,,True,,,
653,653,True,,,,True,,,
654,654,True,,,,True,,,
655,655,True,,,,True,,,
656,656,True,oracle_656,Do not sell my personal information,Yes,True,oracle_656,Do not sell my personal information,Yes
657,657,True,,,,True,,,
658,658,True,,,,True,,,
659,659,True,,,,True,,,
660,660,True,,,,True,,,
661,661,True,,,,True,,,
662,662,True,,,,True,,,
663,663,True,,,,True,,,
664,664,True,cnet_664,Do not sell or share my personal information,Yes,True,cnet_664,Do not sell or share my personal information,Yes
665,665,True,tomshardware_665,Do not sell my personal information,Yes,True,tomshardware_665,Do not sell my personal information,Yes
666,666,True,theverge_666,Do not sell or share my personal information,Yes,True,theverge_666,Do not sell or share my personal information,Yes
667,667,True,,,,True,,,
668,668,True,pcmag_668,Do not sell my personal information,Yes,True,pcmag_668,Do not sell my personal information,Yes
669,669,True,,,,True,,,
670,670,True,digitaltrends_670,Do not sell or share my personal information,Yes,True,digitaltrends_670,Do not sell or share my personal information,Yes
671,671,True,imore_671,Do not sell my personal information,Yes,True,imore_671,Do not sell my personal information,Yes
672,672,True,,,,True,,,
673,673,True,tomsguide_673,Do not sell my personal information,Yes,True,tomsguide_673,Do not sell my personal information,Yes
674,674,True,pcworld_674,California residents: do not sell my info,Yes,True,pcworld_674,California residents: do not sell my info,Yes
675,675,True,consumerreports_675,Do not sell or share my personal information,Yes,True,consumerreports_675,Do not sell or share my personal information,Yes
676,676,True,techadvisor_676,California residents: do not sell my info,Yes,True,techadvisor_676,California residents: do not sell my info,Yes
677,677,True,toptenreviews_677,Do not sell my personal information,Yes,True,toptenreviews_677,Do not sell my personal information,Yes
678,678,True,,,,True,,,
679,679,True,zdnet_679,Do not sell or share my personal information,Yes,True,zdnet_679,Do not sell or share my personal information,Yes
680,680,True,vox_680,Do not sell or share my personal information,Yes,True,vox_680,Do not sell or share my personal information,Yes
681,681,True,,,,True,,,
682,682,True,,,,True,,,
683,683,True,,,,True,,,
684,684,True,,,,True,,,
685,685,True,,,,True,,,
686,686,True,,,,True,,,
687,687,True,hm_687,Do not sell or share my personal information,Yes,True,hm_687,Do not sell or share my personal information,Yes
688,688,True,victoriassecret_688,Do not sell or share my personal information,Yes,True,victoriassecret_688,Do not sell or share my personal information,Yes
689,689,True,footlocker_689,Do not sell or share my personal information,Yes,True,footlocker_689,Do not sell or share my personal information,Yes
690,690,True,,,,True,,,
691,691,True,gap_691,Do not sell or share my personal information,Yes,True,gap_691,Do not sell or share my personal information,Yes
692,692,True,zara_692,Do not sell or share my personal information,Yes,True,zara_692,Do not sell or share my personal information,Yes
693,693,True,,,,True,,,
694,694,True,urbanoutfitters_694,Do not sell my personal information,Yes,True,urbanoutfitters_694,Do not sell my personal information,Yes
695,695,True,,,,True,,,
696,696,True,,,,True,,,
697,697,True,,,,True,,,
698,698,True,,,,True,,,
699,699,True,llbean_699,Do not sell or share my personal information,Yes,True,llbean_699,Do not sell or share my personal information,Yes
700,700,True,ae_700,Do not sell or share my personal information,Yes,True,ae_700,Do not sell or share my personal information,Yes
701,701,True,,,,True,,,
702,702,True,zulily_702,Do not sell or share my personal information,Yes,True,zulily_702,Do not sell or share my personal information,Yes
703,703,True,pandora_703,Do not sell or share my personal information,Yes,True,pandora_703,Do not sell or share my personal information,Yes
704,704,True,ralphlauren_704,Do not sell my personal information,Yes,True,ralphlauren_704,Do not sell my personal information,Yes
705,705,True,,,,True,,,
706,706,True,zales_706,Do not sell my personal information,Yes,True,zales_706,Do not sell my personal information,Yes
707,707,True,,,,True,,,
708,708,True,kay_708,Do not sell my personal information,Yes,True,kay_708,Do not sell or share my personal information,Yes
709,709,True,fossil_709,Do not sell my personal information,Yes,True,fossil_709,Do not sell my personal information,Yes
710,710,True,toryburch_710,Do not sell or share my personal information,Yes,True,toryburch_710,Do not sell or share my personal information,Yes
711,711,True,,,,True,,,
712,712,True,,,,True,,,
713,713,True,,,,True,,,
714,714,True,,,,True,,,
715,715,True,katespade_715,Do not sell or share my personal information,Yes,True,katespade_715,Do not sell or share my personal information,Yes
716,716,True,,,,True,,,
717,717,True,coach_717,Do not sell or share my personal information,Yes,True,coach_717,Do not sell or share my personal information,Yes
718,718,True,jared_718,Do not sell my personal information,Yes,True,jared_718,Do not sell my personal information,Yes
719,719,True,tiffany_719,Do not sell my personal information,Yes,True,tiffany_719,Do not sell my personal information,Yes
720,720,True,,,,True,glassesusa_720,Do not sell or share my personal information,Yes
721,721,True,victoriassecret_721,Do not sell or share my personal information,Yes,True,victoriassecret_721,Do not sell or share my personal information,Yes
722,722,True,yandy_722,Do not sell or share my personal information,Yes,True,yandy_722,Do not sell or share my personal information,Yes
723,723,True,venus_723,Do not sell my personal information,Yes,True,venus_723,Do not sell my personal information,Yes
724,724,True,,,,True,,,
725,725,True,,,,True,,,
726,726,True,,,,True,,,
727,727,True,,,,True,,,
728,728,True,,,,True,,,
729,729,True,,,,True,,,
730,730,True,,,,True,,,
731,731,True,,,,True,,,
732,732,True,,,,True,,,
733,733,True,3wishes_733,Do not sell my personal information,Yes,True,3wishes_733,Do not sell my personal information,Yes
734,734,True,,,,True,,,
735,735,True,,,,True,,,
736,736,True,,,,True,,,
737,737,True,com_737,Do not sell my personal information,Yes,True,com_737,Do not sell my personal information,Yes
738,738,True,josbank_738,Do not sell or share my personal information,Yes,True,josbank_738,Do not sell or share my personal information,Yes
739,739,True,menswearhouse_739,Do not sell or share my personal information,Yes,True,menswearhouse_739,Do not sell or share my personal information,Yes
740,740,True,,,,True,,,
741,741,True,,,,True,,,
742,742,True,dxl_742,Do not sell my personal information,Yes,True,dxl_742,Do not sell my personal information,Yes
743,743,True,,,,True,,,
744,744,True,,,,True,,,
745,745,True,,,,True,,,
746,746,True,,,,True,,,
747,747,True,,,,True,,,
748,748,False,,,,False,,,
749,749,True,,,,True,,,
750,750,True,,,,True,,,
751,751,True,,,,True,,,
752,752,True,,,,True,,,
753,753,True,,,,True,,,
754,754,True,,,,True,,,
755,755,True,haggar_755,Do not sell or share my personal information,Yes,True,haggar_755,Do not sell or share my personal information,Yes
756,756,True,,,,True,,,
757,757,True,sorel_757,California residents: do not sell my info,Yes,True,sorel_757,Do not sell or share my personal information,Yes
758,758,True,underarmour_758,Do not sell my personal information,Yes,True,underarmour_758,Do not sell my personal information,Yes
759,759,True,dsw_759,Do not sell or share my personal information,Yes,True,dsw_759,Do not sell or share my personal information,Yes
760,760,True,prana_760,California residents: do not sell my info,Yes,True,,,
761,761,True,finishline_761,Do not sell or share my personal information,Yes,True,finishline_761,Do not sell or share my personal information,Yes
762,762,True,famousfootwear_762,Do not sell or share my personal information,Yes,True,famousfootwear_762,Do not sell or share my personal information,Yes
763,763,True,,,,True,,,
764,764,True,,,,True,,,
765,765,True,,,,True,,,
766,766,True,colehaan_766,Do not sell my personal information,Yes,True,colehaan_766,Do not sell my personal information,Yes
767,767,True,,,,True,,,
768,768,True,ray-ban_768,Do not sell my personal information,Yes,True,ray-ban_768,Do not sell my personal information,Yes
769,769,True,sunglasshut_769,Do not sell my personal information,Yes,True,sunglasshut_769,Do not sell my personal information,Yes
770,770,True,,,,True,,,
771,771,True,oakley_771,Do not sell my personal information,Yes,True,oakley_771,Do not sell my personal information,Yes
772,772,True,eyebuydirect_772,Do not sell or share my personal information,Yes,True,eyebuydirect_772,Do not sell or share my personal information,Yes
773,773,True,prada_773,Do not sell or share my personal information,Yes,True,prada_773,Do not sell or share my personal information,Yes
774,774,True,eyebuydirect_774,Do not sell or share my personal information,Yes,True,eyebuydirect_774,Do not sell or share my personal information,Yes
775,775,True,glasses_775,Do not sell my personal information,Yes,True,glasses_775,Do not sell my personal information,Yes
776,776,True,,,,True,,,
777,777,True,,,,True,,,
778,778,True,,,,True,,,
779,779,True,,,,True,,,
780,780,True,,,,True,,,
781,781,True,,,,True,,,
782,782,True,,,,True,,,
783,783,True,,,,True,,,
784,784,True,,,,True,,,
785,785,True,,,,True,,,
786,786,True,airforce_786,Do not sell or share my personal information,Yes,True,airforce_786,Do not sell or share my personal information,Yes
787,787,True,,,,True,,,
788,788,True,,,,True,,,
789,789,True,,,,True,,,
790,790,True,kbb_790,Do not sell my personal information,Yes,True,kbb_790,Do not sell my personal information,Yes
791,791,True,edmunds_791,Do not sell or share my personal information,Yes,True,edmunds_791,Do not sell or share my personal information,Yes
792,792,True,cargurus_792,Do not sell my personal information,Yes,True,cargurus_792,Do not sell my personal information,Yes
793,793,True,,,,True,,,
794,794,True,,,,True,,,
795,795,True,cars_795,Do not sell my personal information,Yes,True,cars_795,Do not sell my personal information,Yes
796,796,True,carmax_796,Do not sell or share my personal information,Yes,True,carmax_796,Do not sell or share my personal information,Yes
797,797,True,,,,True,,,
798,798,True,truecar_798,Do not sell my personal information,Yes,True,truecar_798,Do not sell my personal information,Yes
799,799,True,,,,True,,,
800,800,True,jdpower_800,Do not sell or share my personal information,Yes,True,jdpower_800,Do not sell or share my personal information,Yes
801,801,True,,,,True,,,
802,802,True,,,,True,,,
803,803,True,,,,True,,,
804,804,True,autobytel_804,Do not sell my personal information,Yes,True,autobytel_804,Do not sell my personal information,Yes
805,805,True,,,,True,,,
806,806,True,,,,True,,,
807,807,True,,,,True,,,
808,808,True,,,,True,,,
809,809,True,,,,True,,,
810,810,True,,,,True,,,
811,811,True,,,,True,,,
812,812,True,nissanusa_812,Do not sell my personal information,Yes,True,nissanusa_812,Do not sell my personal information,Yes
813,813,True,mbusa_813,Do not sell my personal information,Yes,True,mbusa_813,Do not sell my personal information,Yes
814,814,True,,,,True,,,
815,815,True,,,,True,,,
816,816,True,bmwusa_816,Do not sell my personal information,Yes,True,bmwusa_816,Do not sell my personal information,Yes
817,817,True,,,,True,,,
818,818,True,,,,True,,,
819,819,True,,,,True,,,
820,820,True,audiusa_820,Do not sell or share my personal information,Yes,True,audiusa_820,Do not sell or share my personal information,Yes
821,821,True,porsche_821,Do not sell or share my personal information,Yes,True,porsche_821,Do not sell or share my personal information,Yes
822,822,True,,,,True,,,
823,823,True,subaru_823,Do not sell or share my personal information,Yes,True,subaru_823,Do not sell or share my personal information,Yes
824,824,True,vw_824,Do not sell or share my personal information,Yes,True,vw_824,Do not sell or share my personal information,Yes
825,825,True,mazdausa_825,Do not sell or share my personal information,Yes,True,mazdausa_825,Do not sell or share my personal information,Yes
826,826,True,volvocars_826,Do not sell or share my personal information,Yes,True,volvocars_826,Do not sell or share my personal information,Yes
827,827,True,,,,True,,,
828,828,True,,,,True,,,
829,829,True,,,,True,,,
830,830,True,,,,True,,,
831,831,True,,,,True,,,
832,832,True,,,,True,,,
833,833,True,boatshop24_833,Do not sell my personal information,Yes,True,boatshop24_833,Do not sell my personal information,Yes
834,834,True,boattrader_834,Do not sell my personal information,Yes,True,boattrader_834,Do not sell my personal information,Yes
835,835,True,pursuitboats_835,,No,True,,,
836,836,True,yachtworld_836,Do not sell my personal information,Yes,True,yachtworld_836,Do not sell my personal information,Yes
837,837,True,westmarine_837,Do not sell or share my personal information,Yes,True,westmarine_837,Do not sell or share my personal information,Yes
838,838,True,ulta_838,Do not sell my personal information,Yes,True,ulta_838,Do not sell my personal information,Yes
839,839,True,,,,True,,,
840,840,True,,,,True,,,
841,841,True,,,,True,,,
842,842,True,,,,True,,,
843,843,True,,,,True,,,
844,844,True,maccosmetics_844,Do not sell or share my personal information,Yes,True,maccosmetics_844,Do not sell or share my personal information,Yes
845,845,True,racked_845,Do not sell or share my personal information,Yes,True,racked_845,Do not sell or share my personal information,Yes
846,846,True,,,,True,,,
847,847,True,,,,True,,,
848,848,True,toryburch_848,Do not sell or share my personal information,Yes,True,toryburch_848,Do not sell or share my personal information,Yes
849,849,True,,,,True,,,
850,850,True,greatclips_850,Do not sell or share my personal information,Yes,True,greatclips_850,Do not sell or share my personal information,Yes
851,851,True,,,,True,,,
852,852,True,,,,True,,,
853,853,True,,,,True,,,
854,854,True,,,,True,,,
855,855,True,ipsy_855,Do not sell my personal information,Yes,True,ipsy_855,Do not sell my personal information,Yes
856,856,True,,,,True,,,
857,857,True,refinery29_857,Do not sell or share my personal information,Yes,True,refinery29_857,Do not sell or share my personal information,Yes
858,858,True,,,,True,,,
859,859,True,fashionbeans_859,Do not sell or share my personal information,Yes,True,fashionbeans_859,Do not sell or share my personal information,Yes
860,860,True,,,,True,,,
861,861,True,,,,True,gq_861,Do not sell my personal information,Yes
862,862,True,marieclaire_862,Do not sell my personal information,Yes,True,marieclaire_862,Do not sell my personal information,Yes
863,863,True,,,,True,,,
864,864,True,com_864,Do not sell my personal information,Yes,True,com_864,Do not sell my personal information,Yes
865,865,True,instyle_865,Do not sell my personal information,Yes,True,instyle_865,Do not sell my personal information,Yes
866,866,True,,,,True,,,
867,867,True,,,,True,,,
868,868,True,,,,True,,,
869,869,True,,,,True,,,
870,870,True,,,,True,,,
871,871,True,,,,True,com_871,Do not sell my personal information,Yes
872,872,True,lifeandstylemag_872,Do not sell my personal information,Yes,True,lifeandstylemag_872,Do not sell my personal information,Yes
873,873,True,,,,True,,,
874,874,True,,,,True,,,
875,875,True,,,,True,,,
876,876,True,racked_876,Do not sell or share my personal information,Yes,True,racked_876,Do not sell or share my personal information,Yes
877,877,True,,,,True,,,
878,878,True,,,,True,,,
879,879,True,,,,True,,,
880,880,True,blackboard_880,Do not sell my personal information,Yes,True,blackboard_880,Do not sell my personal information,Yes
881,881,True,,,,True,,,
882,882,True,,,,True,,,
883,883,True,,,,True,,,
884,884,True,,,,True,,,
885,885,True,udemy_885,Do not sell or share my personal information,Yes,True,udemy_885,Do not sell or share my personal information,Yes
886,886,True,,,,True,,,
887,887,True,,,,True,,,
888,888,True,sparknotes_888,Do not sell my personal information,Yes,True,sparknotes_888,Do not sell my personal information,Yes
889,889,True,,,,True,,,
890,890,True,,,,True,,,
891,891,True,,,,True,,,
892,892,True,chegg_892,Do not sell my personal information,Yes,True,chegg_892,Do not sell my personal information,Yes
893,893,True,,,,True,,,
894,894,True,,,,True,,,
895,895,True,,,,True,,,
896,896,True,,,,True,,,
897,897,True,,,,True,,,
898,898,True,behance_898,Do not sell or share my personal information,Yes,True,behance_898,Do not sell or share my personal information,Yes
899,899,True,behance_899,Do not sell or share my personal information,Yes,True,behance_899,Do not sell or share my personal information,Yes
900,900,True,,,,True,,,
901,901,True,,,,True,,,
902,902,True,,,,True,,,
903,903,True,,,,True,,,
904,904,True,dice_904,Do not sell my personal information,Yes,True,dice_904,Do not sell my personal information,Yes
905,905,True,,,,True,,,
906,906,True,,,,True,,,
907,907,True,,,,True,,,
908,908,True,,,,True,,,
909,909,True,,,,True,,,
910,910,True,,,,True,,,
911,911,True,,,,True,,,
912,912,True,,,,True,,,
913,913,True,,,,True,,,
914,914,True,,,,True,,,
915,915,True,,,,True,,,
916,916,True,,,,True,,,
917,917,True,,,,True,,,
918,918,True,,,,True,,,
919,919,True,glassdoor_919,Do not sell or share my personal information,Yes,True,glassdoor_919,Do not sell or share my personal information,Yes
920,920,True,behance_920,Do not sell or share my personal information,Yes,True,behance_920,Do not sell or share my personal information,Yes
921,921,True,,,,True,,,
922,922,True,,,,True,,,
923,923,True,,,,True,,,
924,924,True,snagajob_924,Do not sell or share my personal information,Yes,True,snagajob_924,Do not sell or share my personal information,Yes
925,925,True,careerbuilder_925,Do not sell my personal information,Yes,True,careerbuilder_925,Do not sell my personal information,Yes
926,926,True,salary_926,Do not sell or share my personal information,Yes,True,salary_926,Do not sell or share my personal information,Yes
927,927,True,,,,True,,,
928,928,True,,,,True,,,
929,929,True,,,,True,,,
930,930,True,,,,True,,,
931,931,True,,,,True,,,
932,932,True,,,,True,,,
933,933,True,governmentjobs_933,Do not sell my personal information,Yes,True,governmentjobs_933,Do not sell my personal information,Yes
934,934,True,livecareer_934,Do not sell or share my personal information,Yes,True,livecareer_934,Do not sell or share my personal information,Yes
935,935,True,,,,True,,,
936,936,True,,,,True,,,
937,937,True,instructables_937,Do not sell or share my personal information,Yes,True,,,
938,938,True,,,,True,,,
939,939,True,udemy_939,Do not sell or share my personal information,Yes,True,udemy_939,Do not sell or share my personal information,Yes
940,940,True,howstuffworks_940,Do not sell my personal information,Yes,True,howstuffworks_940,Do not sell my personal information,Yes
941,941,True,,,,True,,,
942,942,True,edx_942,Do not sell my personal information,Yes,True,edx_942,Do not sell my personal information,Yes
943,943,True,,,,True,,,
944,944,True,codecademy_944,Do not sell my personal information,Yes,True,codecademy_944,Do not sell my personal information,Yes
945,945,True,,,,True,,,
946,946,True,,,,True,,,
947,947,True,wonderhowto_947,Do not sell my personal information,Yes,True,wonderhowto_947,Do not sell my personal information,Yes
948,948,True,,,,True,,,
949,949,True,brainpop_949,Do not sell or share my personal information,Yes,True,brainpop_949,Do not sell or share my personal information,Yes
950,950,True,,,,True,,,
951,951,True,,,,True,,,
952,952,True,,,,True,,,
953,953,True,,,,True,,,
954,954,True,,,,True,,,
955,955,True,,,,True,,,
956,956,True,,,,True,,,
957,957,True,,,,True,,,
958,958,True,,,,True,,,
959,959,True,netflix_959,Do not sell or share my personal information,Yes,True,netflix_959,Do not sell or share my personal information,Yes
960,960,True,com_960,Do not sell or share my personal information,Yes,True,com_960,Do not sell or share my personal information,Yes
961,961,True,twitch_961,,No,True,twitch_961,,No
962,962,True,bbc_962,Do not sell my personal information,Yes,True,bbc_962,Do not sell my personal information,Yes
963,963,True,,,,True,,,
964,964,True,,,,True,,,
965,965,True,,,,True,,,
966,966,True,,,,True,,,
967,967,True,,,,True,,,
968,968,True,,,,True,,,
969,969,True,,,,True,,,
970,970,True,,,,True,,,
971,971,True,foodnetwork_971,Do not sell or share my personal information,Yes,True,foodnetwork_971,Do not sell or share my personal information,Yes
972,972,True,,,,True,,,
973,973,True,com_973,Do not sell my personal information,Yes,True,com_973,Do not sell my personal information,Yes
974,974,True,,,,True,,,
975,975,True,,,,True,,,
976,976,True,,,,True,,,
977,977,True,,,,True,,,
978,978,True,,,,True,,,
979,979,True,,,,True,,,
980,980,True,,,,True,,,
981,981,True,,,,True,,,
982,982,True,last_982,Do not sell my personal information,Yes,True,last_982,Do not sell my personal information,Yes
983,983,True,,,,True,,,
984,984,True,,,,True,,,
985,985,True,,,,True,,,
986,986,True,,,,True,,,
987,987,True,,,,True,,,
988,988,True,,,,True,,,
989,989,True,,,,True,,,
990,990,True,,,,True,,,
991,991,True,cinemark_991,Do not sell my personal information,Yes,True,cinemark_991,Do not sell my personal information,Yes
992,992,True,,,,True,,,
993,993,True,livenation_993,Do not sell or share my personal information,Yes,True,livenation_993,Do not sell or share my personal information,Yes
994,994,True,vividseats_994,Do not sell or share my personal information,Yes,True,vividseats_994,Do not sell or share my personal information,Yes
995,995,True,,,,True,,,
996,996,True,,,,True,,,
997,997,True,,,,True,com_997,Do not sell my personal information,Yes
998,998,True,,,,True,,,
999,999,True,cirquedusoleil_999,Do not sell or share my personal information,Yes,True,cirquedusoleil_999,Do not sell or share my personal information,Yes
1000,1000,True,,,,True,,,
1001,1001,True,,,,True,,,
1002,1002,True,,,,True,,,
1003,1003,True,,,,True,,,
1004,1004,True,,,,True,,,
1005,1005,True,,,,True,,,
1006,1006,True,,,,True,,,
1007,1007,True,,,,True,,,
1008,1008,True,,,,True,,,
1009,1009,True,,,,True,,,
1010,1010,True,,,,True,,,
1011,1011,True,,,,True,,,
1012,1012,True,,,,True,,,
1013,1013,True,,,,True,,,
1014,1014,True,,,,True,,,
1015,1015,True,forbes_1015,Do not sell or share my personal information,Yes,True,,,
1016,1016,True,businessinsider_1016,California residents: do not sell my info,Yes,True,businessinsider_1016,California residents: do not sell my info,Yes
1017,1017,True,wsj_1017,Do not sell or share my personal information,Yes,True,,,
1018,1018,True,bloomberg_1018,Do not sell or share my personal information,Yes,True,bloomberg_1018,Do not sell or share my personal information,Yes
1019,1019,True,,,,True,,,
1020,1020,True,,,,True,,,
1021,1021,True,,,,True,,,
1022,1022,True,cnbc_1022,Do not sell my personal information,Yes,True,cnbc_1022,Do not sell my personal information,Yes
1023,1023,True,,,,True,,,
1024,1024,True,,,,True,,,
1025,1025,True,,,,True,,,
1026,1026,True,com_1026,Do not sell my personal information,Yes,True,com_1026,Do not sell my personal information,Yes
1027,1027,True,com_1027,Do not sell or share my personal information,Yes,True,com_1027,Do not sell or share my personal information,Yes
1028,1028,True,inc_1028,Do not sell my personal information,Yes,True,inc_1028,Do not sell my personal information,Yes
1029,1029,True,economist_1029,Do not sell my personal information,Yes,True,economist_1029,Do not sell my personal information,Yes
1030,1030,True,,,,True,,,
1031,1031,True,,,,True,,,
1032,1032,True,,,,True,,,
1033,1033,True,,,,True,,,
1034,1034,True,,,,True,,,
1035,1035,True,,,,True,,,
1036,1036,True,,,,True,,,
1037,1037,True,,,,True,,,
1038,1038,True,,,,True,,,
1039,1039,True,,,,True,,,
1040,1040,True,,,,True,,,
1041,1041,True,citi_1041,Do not sell or share my personal information,Yes,True,citi_1041,Do not sell or share my personal information,Yes
1042,1042,True,,,,True,,,
1043,1043,True,,,,True,,,
1044,1044,True,,,,True,,,
1045,1045,True,,,,True,,,
1046,1046,True,citi_1046,Do not sell or share my personal information,Yes,True,citi_1046,Do not sell or share my personal information,Yes
1047,1047,True,,,,True,,,
1048,1048,True,,,,True,,,
