,Unnamed: 0.1,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
244,244,949,oakley_771,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,771
245,245,953,marthastewart_123,1,Yes,California Do Not Sell] Wi,Yes,Yes,California residents: do not sell my info,123
246,246,954,autobytel_804,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,804
247,247,958,mysimon_319,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,319
248,248,961,bbc_962,1,Yes,AdChoices / Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,962
249,249,962,mbusa_813,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,813
250,250,968,com_152,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,152
251,251,975,publishersweekly_238,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information,238
252,252,979,saatchiart_104,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,104
253,253,981,hillspet_198,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,198
254,254,989,onetravel_566,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,566
255,255,998,treehugger_428,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,428
256,256,1001,biglots_375,1,Yes,Customers Only: Do Not Sell My Info| 1/1,Yes,Yes,Do not sell my personal information,375
257,257,1002,dogster_215,1,Yes,DO NOTSELL MY INFORMATION| 1,Yes,Yes,Do not sell my personal information,215
258,258,1023,space_381,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,381
259,259,1024,net_295,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,295
260,260,1025,pandora_974,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,974
261,261,1032,nytimes_177,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,177
262,262,1035,tiffany_719,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,719
263,263,1036,marriott_575,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,575
264,264,1043,mapmyrun_498,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,498
265,265,1054,lonelyplanet_554,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,554
266,266,1057,glassdoor_919,1,Yes,Do Not Sell Or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,919
267,267,1060,yellowpages_269,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,269
268,268,1061,innerbody_403,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,403
269,269,1064,bhg_125,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,125
270,270,1071,grubhub_17,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,17
271,271,1074,com_179,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,179
272,272,1075,cheapoair_557,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,557
273,273,1077,josbank_738,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,738
274,274,1079,volvocars_826,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,826
275,275,1082,us_302,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,302
276,276,1083,greatclips_850,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,850
