,Unnamed: 0,filename,Index,Check,Text,Presence confirm
933,933,,933,False,,No
934,934,,934,False,,No
935,935,,935,False,,No
936,936,,936,False,,No
937,937,,937,False,,No
938,938,,938,False,,No
939,939,,939,False,,No
940,940,,940,False,,No
941,941,,941,False,,No
942,942,,942,False,,No
943,943,,943,False,,No
944,944,,944,False,,No
945,945,,945,False,,No
946,946,,946,False,,No
947,947,,947,False,,No
948,948,,948,False,,No
949,949,,949,False,,No
950,950,,950,False,,No
951,951,,951,False,,No
952,952,,952,False,,No
953,953,,953,False,,No
954,954,,954,False,,No
955,955,,955,False,,No
956,956,,956,False,,No
957,957,,957,False,,No
958,958,,958,False,,No
959,959,,959,False,,No
960,960,,960,False,,No
961,961,,961,False,,No
962,962,,962,False,,No
963,963,,963,False,,No
964,964,,964,False,,No
965,965,,965,False,,No
966,966,,966,False,,No
967,967,,967,False,,No
968,968,,968,False,,No
969,969,,969,False,,No
970,970,,970,False,,No
971,971,,971,False,,No
972,972,,972,False,,No
973,973,,973,False,,No
974,974,,974,False,,No
975,975,,975,False,,No
976,976,,976,False,,No
977,977,,977,False,,No
978,978,,978,False,,No
979,979,,979,False,,No
980,980,,980,False,,No
981,981,,981,False,,No
982,982,,982,False,,No
983,983,,983,False,,No
984,984,,984,False,,No
985,985,,985,False,,No
986,986,,986,False,,No
987,987,,987,False,,No
988,988,,988,False,,No
989,989,,989,False,,No
990,990,,990,False,,No
991,991,,991,False,,No
992,992,,992,False,,No
993,993,,993,False,,No
994,994,,994,False,,No
995,995,,995,False,,No
996,996,,996,False,,No
997,997,,997,False,,No
998,998,,998,False,,No
999,999,,999,False,,No
1000,1000,,1000,False,,No
1001,1001,,1001,False,,No
1002,1002,,1002,False,,No
1003,1003,,1003,False,,No
1004,1004,,1004,False,,No
1005,1005,,1005,False,,No
1006,1006,,1006,False,,No
1007,1007,,1007,False,,No
1008,1008,,1008,False,,No
1009,1009,,1009,False,,No
1010,1010,,1010,False,,No
1011,1011,,1011,False,,No
1012,1012,,1012,False,,No
1013,1013,,1013,False,,No
1014,1014,,1014,False,,No
1015,1015,,1015,False,,No
1016,1016,,1016,False,,No
1017,1017,,1017,False,,No
1018,1018,,1018,False,,No
1019,1019,,1019,False,,No
1020,1020,,1020,False,,No
1021,1021,,1021,False,,No
1022,1022,,1022,False,,No
1023,1023,,1023,False,,No
1024,1024,,1024,False,,No
1025,1025,,1025,False,,No
1026,1026,,1026,False,,No
1027,1027,,1027,False,,No
1028,1028,,1028,False,,No
1029,1029,,1029,False,,No
1030,1030,,1030,False,,No
1031,1031,,1031,False,,No
1032,1032,,1032,False,,No
1033,1033,,1033,False,,No
1034,1034,,1034,False,,No
1035,1035,,1035,False,,No
1036,1036,,1036,False,,No
1037,1037,,1037,False,,No
1038,1038,,1038,False,,No
1039,1039,,1039,False,,No
1040,1040,,1040,False,,No
1041,1041,,1041,False,,No
1042,1042,,1042,False,,No
1043,1043,,1043,False,,No
1044,1044,,1044,False,,No
1045,1045,,1045,False,,No
1046,1046,,1046,False,,No
1047,1047,,1047,False,,No
1048,1048,,1048,False,,No
1049,1049,,1049,False,,No
1050,1050,,1050,False,,No
1051,1051,,1051,False,,No
1052,1052,,1052,False,,No
1053,1053,,1053,False,,No
1054,1054,,1054,False,,No
1055,1055,,1055,False,,No
1056,1056,,1056,False,,No
1057,1057,,1057,False,,No
1058,1058,,1058,False,,No
1059,1059,,1059,False,,No
1060,1060,,1060,False,,No
1061,1061,,1061,False,,No
1062,1062,,1062,False,,No
1063,1063,,1063,False,,No
1064,1064,,1064,False,,No
1065,1065,,1065,False,,No
1066,1066,,1066,False,,No
1067,1067,,1067,False,,No
1068,1068,,1068,False,,No
1069,1069,,1069,False,,No
1070,1070,,1070,False,,No
1071,1071,,1071,False,,No
1072,1072,,1072,False,,No
1073,1073,,1073,False,,No
1074,1074,,1074,False,,No
1075,1075,,1075,False,,No
1076,1076,,1076,False,,No
1077,1077,,1077,False,,No
1078,1078,,1078,False,,No
1079,1079,,1079,False,,No
1080,1080,,1080,False,,No
1081,1081,,1081,False,,No
1082,1082,,1082,False,,No
1083,1083,,1083,False,,No
1084,1084,,1084,False,,No
1085,1085,,1085,False,,No
1086,1086,,1086,False,,No
1087,1087,,1087,False,,No
1088,1088,,1088,False,,No
1089,1089,,1089,False,,No
