,Unnamed: 0.1,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
243,243,896,biglots_110,1,Yes,Customers Only: Do Not Sell My Info| 1/1,Yes,Yes,Do not sell my personal information,110
244,244,901,everydayhealth_74,1,Yes,"Do Not Sel ""1",Yes,Yes,Do not sell my personal information,74
245,245,904,underarmour_758,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,758
246,246,905,forbes_1015,2-Feb,Check,Do Not Sell My Personal information| 2/2,Yes,Yes,Do not sell my personal information,1015
247,247,911,carmax_796,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,796
248,248,913,rakuten_299,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,299
249,249,918,seamless_19,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,19
250,250,921,citi_1041,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1041
251,251,924,edmunds_791,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,791
252,252,927,dollardays_334,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,334
253,253,931,keurig_598,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,598
254,254,937,myfitnesspal_52,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,52
255,255,938,edx_942,1,Yes,Do Not Sell My Personal Data| Wi,Yes,Yes,Do not sell my personal information,942
256,256,939,riteaid_80,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,80
257,257,947,rakuten_316,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,316
258,258,948,oakley_771,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,771
259,259,952,marthastewart_123,1,Yes,California Do Not Sell] Wi,Yes,Yes,California residents: do not sell my info,123
260,260,953,autobytel_804,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,804
261,261,957,mysimon_319,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,319
262,262,960,bbc_962,1,Yes,AdChoices / Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,962
263,263,961,mbusa_813,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,813
264,264,962,com_973,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,973
265,265,967,com_152,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,152
266,266,974,publishersweekly_238,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information,238
267,267,978,saatchiart_104,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,104
268,268,980,hillspet_198,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,198
269,269,996,tada_309,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,309
270,270,997,treehugger_428,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,428
271,271,1000,biglots_375,1,Yes,Customers Only: Do Not Sell My Info| 1/1,Yes,Yes,Do not sell my personal information,375
272,272,1001,dogster_215,1,Yes,DO NOTSELL MY INFORMATION| 1,Yes,Yes,Do not sell my personal information,215
273,273,1002,elle_860,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,860
274,274,1021,doityourself_948,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,948
275,275,1022,space_381,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,381
276,276,1023,net_295,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,295
277,277,1024,pandora_974,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,974
278,278,1026,autotrader_793,1,Yes,onal Information (CA Residents Only)| 1/1,Yes,Yes,California residents: do not sell my info,793
279,279,1030,womenshealthmag_85,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,85
280,280,1034,tiffany_719,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,719
281,281,1035,marriott_575,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,575
282,282,1042,mapmyrun_498,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,498
283,283,1053,lonelyplanet_554,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,554
284,284,1056,glassdoor_919,1,Yes,Do Not Sell Or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,919
285,285,1059,yellowpages_269,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,269
286,286,1060,innerbody_403,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,403
287,287,1061,harpersbazaar_866,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,866
288,288,1063,bhg_125,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,125
289,289,1070,grubhub_17,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,17
290,290,1073,com_179,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,179
291,291,1078,volvocars_826,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,826
292,292,1081,us_302,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,302
293,293,1082,greatclips_850,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,850
