,Unnamed: 0,Index,2023-02-20_Check,2023-02-20_filename,2023-02-20_Text,2023-02-20_Presence confirm,2023-01-30_Check,2023-01-30_filename,2023-01-30_Text,2023-01-30_Presence confirm,2023-01-05_Check,2023-01-05_filename,2023-01-05_Text,2023-01-05_Presence confirm,2023-01-17_Check,2023-01-17_filename,2023-01-17_Text,2023-01-17_Presence confirm,2023-02-10_Check,2023-02-10_filename,2023-02-10_Text,2023-02-10_Presence confirm,2023-02-07_Check,2023-02-07_filename,2023-02-07_Text,2023-02-07_Presence confirm,2023-01-13_Check,2023-01-13_filename,2023-01-13_Text,2023-01-13_Presence confirm
564,564,564,True,airfarewatchdog_564,,No,True,airfarewatchdog_564,,No,True,airfarewatchdog_564,,No,True,airfarewatchdog_564,,No,True,airfarewatchdog_564,,,True,airfarewatchdog_564,,No,True,airfarewatchdog_564,,No
566,566,566,True,onetravel_566,Do not sell my personal information,Yes,True,,,,True,onetravel_566,Do not sell my personal information,Yes,True,onetravel_566,Do not sell my personal information,Yes,True,onetravel_566,Do not sell my personal information,Yes,True,onetravel_566,Do not sell my personal information,Yes,True,,,
570,570,570,True,,,,True,,,,True,marriott_570,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
574,574,574,True,agoda_574,Do not sell or share my personal information,Yes,True,,,,True,agoda_574,Do not sell or share my personal information,Yes,True,agoda_574,Do not sell or share my personal information,Yes,True,agoda_574,Do not sell or share my personal information,Yes,True,agoda_574,Do not sell or share my personal information,Yes,True,,,
575,575,575,True,,,,True,,,,True,marriott_575,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
581,581,581,True,fodors_581,Do not sell or share my personal information,Yes,True,fodors_581,Do not sell or share my personal information,Yes,True,fodors_581,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,,True,,,
582,582,582,True,travelandleisure_582,Do not sell my personal information,Yes,True,travelandleisure_582,Do not sell my personal information,Yes,True,travelandleisure_582,Do not sell my personal information,Yes,True,travelandleisure_582,Do not sell my personal information,Yes,True,,,,True,,,,True,travelandleisure_582,Do not sell my personal information,Yes
586,586,586,True,,,,True,,,,True,cntraveler_586,Do not sell my personal information,Yes,True,,,,True,cntraveler_586,Do not sell my personal information,Yes,True,,,,True,,,
587,587,587,True,com_587,Do not sell or share my personal information,Yes,True,,,,True,com_587,Do not sell my personal information,Yes,True,com_587,Do not sell my personal information,Yes,True,com_587,Do not sell or share my personal information,Yes,True,com_587,Do not sell or share my personal information,Yes,True,,,
589,589,589,True,flyertalk_589,Do not sell or share my personal information,Yes,True,flyertalk_589,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,,,
591,591,591,True,southernliving_591,Do not sell my personal information,Yes,True,southernliving_591,Do not sell my personal information,Yes,True,southernliving_591,Do not sell my personal information,Yes,True,southernliving_591,Do not sell my personal information,Yes,True,,,,True,,,,True,southernliving_591,Do not sell my personal information,Yes
598,598,598,True,keurig_598,Do not sell or share my personal information,Yes,True,keurig_598,Do not sell or share my personal information,Yes,True,,,,True,keurig_598,Do not sell or share my personal information,Yes,True,keurig_598,Do not sell or share my personal information,Yes,True,,,,True,keurig_598,Do not sell or share my personal information,Yes
602,602,602,True,whirlpool_602,Do not sell or share my personal information,Yes,True,whirlpool_602,Do not sell or share my personal information,Yes,False,,,,True,whirlpool_602,Do not sell or share my personal information,Yes,True,whirlpool_602,Do not sell or share my personal information,Yes,True,whirlpool_602,Do not sell or share my personal information,Yes,True,whirlpool_602,Do not sell or share my personal information,Yes
621,621,621,True,com_621,Do not sell my personal information,Yes,True,com_621,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,,,
637,637,637,True,broadcom_637,Do not sell or share my personal information,Yes,True,,,,True,broadcom_637,Do not sell or share my personal information,Yes,True,broadcom_637,Do not sell or share my personal information,Yes,True,broadcom_637,Do not sell or share my personal information,Yes,True,broadcom_637,Do not sell or share my personal information,Yes,True,,,
639,639,639,True,malwarebytes_639,Do not sell or share my personal information,Yes,True,,,,True,malwarebytes_639,Do not sell or share my personal information,Yes,True,malwarebytes_639,Do not sell or share my personal information,Yes,True,malwarebytes_639,Do not sell or share my personal information,Yes,True,malwarebytes_639,Do not sell or share my personal information,Yes,True,,,
645,645,645,True,trendmicro_645,Do not sell my personal information,Yes,True,,,,True,trendmicro_645,Do not sell my personal information,Yes,True,,,,True,trendmicro_645,Do not sell my personal information,Yes,True,trendmicro_645,Do not sell my personal information,Yes,True,,,
657,657,657,True,net_657,Do not sell my personal information,Yes,True,,,,True,net_657,Do not sell my personal information,Yes,True,net_657,Do not sell my personal information,Yes,True,net_657,Do not sell my personal information,Yes,True,net_657,Do not sell my personal information,Yes,True,,,
667,667,667,True,gsmarena_667,Do not sell my personal information,Yes,True,,,,True,gsmarena_667,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
672,672,672,True,,,,True,,,,True,wired_672,Do not sell my personal information,Yes,True,,,,True,wired_672,Do not sell my personal information,Yes,True,,,,True,,,
681,681,681,True,net_681,Do not sell my personal information,Yes,True,,,,True,net_681,Do not sell my personal information,Yes,True,net_681,Do not sell my personal information,Yes,True,net_681,Do not sell my personal information,Yes,True,net_681,Do not sell my personal information,Yes,True,,,
685,685,685,True,asos_685,Do not sell my personal information,Yes,True,,,,True,asos_685,Do not sell my personal information,Yes,True,asos_685,Do not sell my personal information,Yes,True,asos_685,Do not sell my personal information,Yes,True,asos_685,Do not sell my personal information,Yes,True,,,
687,687,687,True,hm_687,Do not sell or share my personal information,Yes,True,,,,True,hm_687,Do not sell or share my personal information,Yes,True,hm_687,Do not sell or share my personal information,Yes,True,hm_687,Do not sell or share my personal information,Yes,True,hm_687,Do not sell or share my personal information,Yes,True,hm_687,Do not sell or share my personal information,Yes
689,689,689,True,footlocker_689,Do not sell or share my personal information,Yes,True,footlocker_689,Do not sell or share my personal information,Yes,True,footlocker_689,Do not sell or share my personal information,Yes,True,footlocker_689,Do not sell or share my personal information,Yes,True,,,,True,,,,True,footlocker_689,Do not sell or share my personal information,Yes
690,690,690,True,forever21_690,Do not sell my personal information,Yes,True,,,,True,forever21_690,Do not sell my personal information,Yes,True,forever21_690,Do not sell my personal information,Yes,True,forever21_690,Do not sell my personal information,Yes,True,forever21_690,Do not sell my personal information,Yes,True,,,
694,694,694,True,urbanoutfitters_694,Do not sell my personal information,Yes,True,,,,True,urbanoutfitters_694,Do not sell my personal information,Yes,True,urbanoutfitters_694,Do not sell my personal information,Yes,True,urbanoutfitters_694,Do not sell my personal information,Yes,True,urbanoutfitters_694,Do not sell my personal information,Yes,True,,,
699,699,699,True,llbean_699,Do not sell or share my personal information,Yes,True,,,,True,llbean_699,Do not sell or share my personal information,Yes,True,llbean_699,Do not sell or share my personal information,Yes,True,llbean_699,Do not sell or share my personal information,Yes,True,llbean_699,Do not sell or share my personal information,Yes,True,,,
700,700,700,True,ae_700,Do not sell or share my personal information,Yes,True,ae_700,Do not sell or share my personal information,Yes,True,,,,True,,,,True,ae_700,Do not sell or share my personal information,Yes,True,ae_700,Do not sell or share my personal information,Yes,True,ae_700,Do not sell or share my personal information,Yes
707,707,707,True,,,,True,thenorthface_707,Do not sell my personal information,Yes,True,thenorthface_707,Do not sell my personal information,Yes,True,thenorthface_707,Do not sell my personal information,Yes,True,,,,True,,,,True,thenorthface_707,Do not sell my personal information,Yes
713,713,713,True,swarovski_713,Do not sell my personal information,Yes,True,,,,True,swarovski_713,Do not sell my personal information,Yes,True,swarovski_713,Do not sell my personal information,Yes,True,swarovski_713,Do not sell my personal information,Yes,True,swarovski_713,Do not sell my personal information,Yes,True,,,
720,720,720,True,glassesusa_720,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,,True,glassesusa_720,Do not sell or share my personal information,Yes,True,,,,True,,,
722,722,722,True,yandy_722,Do not sell or share my personal information,Yes,True,yandy_722,Do not sell or share my personal information,Yes,True,,,,True,yandy_722,Do not sell or share my personal information,Yes,True,yandy_722,Do not sell or share my personal information,Yes,True,yandy_722,Do not sell or share my personal information,Yes,True,yandy_722,Do not sell or share my personal information,Yes
747,747,747,True,paulfredrick_747,Do not sell or share my personal information,Yes,True,,,,True,paulfredrick_747,Do not sell or share my personal information,Yes,True,paulfredrick_747,Do not sell or share my personal information,Yes,True,paulfredrick_747,Do not sell or share my personal information,Yes,True,paulfredrick_747,Do not sell or share my personal information,Yes,True,,,
760,760,760,True,,,,True,prana_760,California residents: do not sell my info,Yes,True,prana_760,California residents: do not sell my info,Yes,True,prana_760,California residents: do not sell my info,Yes,True,prana_760,Do not sell or share my personal information,Yes,True,,,,True,prana_760,California residents: do not sell my info,Yes
761,761,761,True,finishline_761,Do not sell or share my personal information,Yes,True,finishline_761,Do not sell or share my personal information,Yes,True,,,,True,,,,True,finishline_761,Do not sell or share my personal information,Yes,True,finishline_761,Do not sell or share my personal information,Yes,True,,,
762,762,762,True,famousfootwear_762,Do not sell or share my personal information,Yes,True,famousfootwear_762,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,famousfootwear_762,Do not sell or share my personal information,Yes
771,771,771,True,oakley_771,Do not sell my personal information,Yes,True,oakley_771,Do not sell my personal information,Yes,True,oakley_771,Do not sell my personal information,Yes,False,,,,True,oakley_771,Do not sell my personal information,Yes,True,oakley_771,Do not sell my personal information,Yes,True,oakley_771,Do not sell my personal information,Yes
773,773,773,True,prada_773,Do not sell or share my personal information,Yes,True,prada_773,Do not sell or share my personal information,Yes,True,,,,True,prada_773,Do not sell or share my personal information,Yes,True,prada_773,Do not sell or share my personal information,Yes,True,prada_773,Do not sell or share my personal information,Yes,True,prada_773,Do not sell or share my personal information,Yes
774,774,774,True,eyebuydirect_774,Do not sell or share my personal information,Yes,True,eyebuydirect_774,Do not sell or share my personal information,Yes,True,eyebuydirect_774,Do not sell or share my personal information,Yes,False,,,,True,eyebuydirect_774,Do not sell or share my personal information,Yes,True,eyebuydirect_774,Do not sell or share my personal information,Yes,True,eyebuydirect_774,Do not sell or share my personal information,Yes
775,775,775,True,glasses_775,Do not sell my personal information,Yes,True,glasses_775,Do not sell my personal information,Yes,True,glasses_775,Do not sell my personal information,Yes,True,glasses_775,Do not sell my personal information,Yes,True,glasses_775,Do not sell my personal information,Yes,True,,,,True,glasses_775,Do not sell my personal information,Yes
784,784,784,True,airliners_784,Do not sell my personal information,Yes,True,,,,True,airliners_784,Do not sell my personal information,Yes,True,airliners_784,Do not sell my personal information,Yes,True,airliners_784,Do not sell my personal information,Yes,True,airliners_784,Do not sell my personal information,Yes,True,,,
790,790,790,True,kbb_790,Do not sell my personal information,Yes,True,kbb_790,Do not sell my personal information,Yes,True,kbb_790,Do not sell my personal information,Yes,True,kbb_790,Do not sell my personal information,Yes,True,kbb_790,Do not sell my personal information,Yes,True,kbb_790,Do not sell my personal information,Yes,True,,,
793,793,793,True,,,,True,autotrader_793,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,,,
801,801,801,True,thecarconnection_801,Do not sell my personal information,Yes,True,,,,True,thecarconnection_801,Do not sell or share my personal information,Yes,True,thecarconnection_801,Do not sell or share my personal information,Yes,True,thecarconnection_801,Do not sell my personal information,Yes,True,thecarconnection_801,Do not sell my personal information,Yes,True,,,
807,807,807,True,hemmings_807,Do not sell my personal information,Yes,True,,,,True,hemmings_807,Do not sell my personal information,Yes,True,hemmings_807,Do not sell my personal information,Yes,True,hemmings_807,Do not sell my personal information,Yes,True,hemmings_807,Do not sell my personal information,Yes,True,,,
829,829,829,True,vitalmx_829,,No,True,,,,True,vitalmx_829,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
835,835,835,True,pursuitboats_835,,No,True,pursuitboats_835,,No,True,,,,True,,,,True,,,,True,pursuitboats_835,,No,True,pursuitboats_835,,No
842,842,842,True,,,,True,,,,True,self_842,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
843,843,843,True,minq_843,Do not sell my personal information,Yes,True,,,,True,minq_843,Do not sell my personal information,Yes,True,minq_843,Do not sell my personal information,Yes,True,minq_843,Do not sell my personal information,Yes,True,minq_843,Do not sell my personal information,Yes,True,,,
847,847,847,True,gilt_847,Do not sell or share my personal information,Yes,True,gilt_847,Do not sell or share my personal information,Yes,True,,,,True,gilt_847,Do not sell or share my personal information,Yes,True,gilt_847,Do not sell or share my personal information,Yes,True,gilt_847,Do not sell or share my personal information,Yes,True,gilt_847,Do not sell or share my personal information,Yes
849,849,849,True,co_849,Do not sell my personal information,Yes,True,,,,True,co_849,Do not sell my personal information,Yes,True,co_849,Do not sell my personal information,Yes,True,co_849,Do not sell my personal information,Yes,True,co_849,Do not sell my personal information,Yes,True,,,
856,856,856,True,makeupalley_856,Do not sell or share my personal information,Yes,True,,,,True,makeupalley_856,Do not sell my personal information,Yes,True,makeupalley_856,Do not sell my personal information,Yes,True,,,,True,,,,True,,,
859,859,859,True,fashionbeans_859,Do not sell or share my personal information,Yes,True,fashionbeans_859,Do not sell my personal information,Yes,True,,,,True,fashionbeans_859,Do not sell or share my personal information,Yes,True,fashionbeans_859,Do not sell or share my personal information,Yes,True,,,,True,fashionbeans_859,Do not sell or share my personal information,Yes
861,861,861,True,,,,True,,,,True,gq_861,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
863,863,863,True,,,,True,,,,True,vogue_863,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
865,865,865,True,instyle_865,Do not sell my personal information,Yes,True,instyle_865,Do not sell my personal information,Yes,True,instyle_865,Do not sell my personal information,Yes,True,instyle_865,Do not sell my personal information,Yes,True,,,,True,,,,True,instyle_865,Do not sell my personal information,Yes
867,867,867,True,boldsky_867,Do not sell or share my personal information,Yes,True,,,,True,boldsky_867,Do not sell my personal information,Yes,True,boldsky_867,Do not sell my personal information,Yes,True,boldsky_867,Do not sell my personal information,Yes,True,boldsky_867,Do not sell my personal information,Yes,True,,,
868,868,868,True,,,,True,,,,True,glamour_868,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
870,870,870,True,,,,True,,,,True,teenvogue_870,Do not sell my personal information,Yes,True,teenvogue_870,Do not sell my personal information,Yes,True,,,,True,teenvogue_870,Do not sell my personal information,Yes,True,,,
874,874,874,True,,,,True,,,,True,allure_874,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
892,892,892,True,chegg_892,Do not sell my personal information,Yes,True,chegg_892,Do not sell my personal information,Yes,True,,,,True,chegg_892,Do not sell my personal information,Yes,True,chegg_892,Do not sell my personal information,Yes,True,chegg_892,Do not sell my personal information,Yes,True,chegg_892,Do not sell my personal information,Yes
907,907,907,True,guru_907,Do not sell my personal information,Yes,True,,,,True,guru_907,Do not sell my personal information,Yes,True,guru_907,Do not sell my personal information,Yes,True,guru_907,Do not sell my personal information,Yes,True,guru_907,Do not sell my personal information,Yes,True,,,
921,921,921,True,,,,True,monster_921,Do not sell my personal information,Yes,True,monster_921,Do not sell my personal information,Yes,True,monster_921,Do not sell my personal information,Yes,True,,,,True,,,,True,monster_921,Do not sell my personal information,Yes
922,922,922,True,upwork_922,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,,True,upwork_922,Do not sell or share my personal information,Yes,True,upwork_922,Do not sell or share my personal information,Yes,True,,,
923,923,923,True,freejobalert_923,,No,True,,,,True,freejobalert_923,,No,True,freejobalert_923,,No,True,freejobalert_923,No,Yes,True,freejobalert_923,,No,True,,,
927,927,927,True,payscale_927,Do not sell my personal information,Yes,True,,,,True,payscale_927,Do not sell my personal information,Yes,True,payscale_927,Do not sell my personal information,Yes,True,payscale_927,Do not sell my personal information,Yes,True,payscale_927,Do not sell my personal information,Yes,True,,,
946,946,946,True,udacity_946,Do not sell my personal information,Yes,True,,,,True,udacity_946,Do not sell my personal information,Yes,True,udacity_946,Do not sell my personal information,Yes,True,udacity_946,Do not sell my personal information,Yes,True,udacity_946,Do not sell my personal information,Yes,True,,,
948,948,948,True,doityourself_948,Do not sell my personal information,Yes,True,doityourself_948,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,,,
952,952,952,True,pluralsight_952,Do not sell or share my personal information,Yes,True,,,,True,pluralsight_952,Do not sell or share my personal information,Yes,True,pluralsight_952,Do not sell or share my personal information,Yes,True,pluralsight_952,Do not sell or share my personal information,Yes,True,pluralsight_952,Do not sell or share my personal information,Yes,True,,,
958,958,958,True,cnn_958,Do not sell or share my personal information,Yes,True,,,,True,cnn_958,Do not sell or share my personal information,Yes,True,cnn_958,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,
960,960,960,True,com_960,Do not sell or share my personal information,Yes,True,,,,True,com_960,Do not sell or share my personal information,Yes,True,com_960,Do not sell or share my personal information,Yes,True,com_960,Do not sell or share my personal information,Yes,True,com_960,Do not sell or share my personal information,Yes,True,,,
961,961,961,True,,,,True,twitch_961,,No,True,twitch_961,,No,True,,,,True,,,,True,,,,True,twitch_961,,No
963,963,963,True,com_963,Do not sell or share my personal information,Yes,True,,,,True,com_963,Do not sell my personal information,Yes,True,com_963,Do not sell or share my personal information,Yes,True,com_963,Do not sell or share my personal information,Yes,True,com_963,Do not sell or share my personal information,Yes,True,,,
964,964,964,True,etsy_964,Do not sell my personal information,Yes,True,,,,True,etsy_964,Do not sell my personal information,Yes,True,etsy_964,Do not sell my personal information,Yes,True,etsy_964,Do not sell my personal information,Yes,True,etsy_964,Do not sell my personal information,Yes,True,,,
967,967,967,True,com_967,Do not sell my personal information,Yes,True,,,,True,com_967,Do not sell my personal information,Yes,True,com_967,Do not sell my personal information,Yes,True,com_967,Do not sell my personal information,Yes,True,com_967,Do not sell my personal information,Yes,True,,,
968,968,968,True,deviantart_968,Do not sell or share my personal information,Yes,True,,,,True,deviantart_968,Do not sell my personal information,Yes,True,deviantart_968,Do not sell my personal information,Yes,True,deviantart_968,Do not sell or share my personal information,Yes,True,deviantart_968,Do not sell or share my personal information,Yes,True,,,
970,970,970,True,dailymotion_970,Do not sell my personal information,Yes,True,,,,True,dailymotion_970,Do not sell my personal information,Yes,True,dailymotion_970,Do not sell my personal information,Yes,True,dailymotion_970,Do not sell my personal information,Yes,True,dailymotion_970,Do not sell my personal information,Yes,True,,,
973,973,973,True,com_973,Do not sell my personal information,Yes,True,com_973,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,com_973,Do not sell my personal information,Yes
974,974,974,True,,,,True,,,,True,pandora_974,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
979,979,979,True,discogs_979,Do not sell or share my personal information,Yes,True,,,,True,discogs_979,Do not sell or share my personal information,Yes,True,discogs_979,Do not sell or share my personal information,Yes,True,discogs_979,Do not sell or share my personal information,Yes,True,discogs_979,Do not sell or share my personal information,Yes,True,,,
981,981,981,True,,,,True,,,,True,com_981,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,
984,984,984,True,com_984,Do not sell or share my personal information,Yes,True,,,,True,com_984,Do not sell or share my personal information,Yes,True,com_984,Do not sell or share my personal information,Yes,True,com_984,Do not sell or share my personal information,Yes,True,com_984,Do not sell or share my personal information,Yes,True,,,
986,986,986,True,,,,True,,,,True,fandango_986,Do not sell my personal information,Yes,True,fandango_986,Do not sell my personal information,Yes,True,,,,True,,,,True,fandango_986,Do not sell my personal information,Yes
987,987,987,True,,,,True,ticketmaster_987,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,,,
993,993,993,True,livenation_993,Do not sell or share my personal information,Yes,True,livenation_993,Do not sell or share my personal information,Yes,True,livenation_993,Do not sell or share my personal information,Yes,True,livenation_993,Do not sell or share my personal information,Yes,True,,,,True,,,,True,livenation_993,Do not sell or share my personal information,Yes
997,997,997,True,com_997,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,com_997,Do not sell my personal information,Yes,True,com_997,Do not sell my personal information,Yes,True,,,
1005,1005,1005,True,shutterstock_1005,Do not sell my personal information,Yes,True,,,,True,shutterstock_1005,Do not sell my personal information,Yes,True,shutterstock_1005,Do not sell my personal information,Yes,True,shutterstock_1005,Do not sell my personal information,Yes,True,shutterstock_1005,Do not sell my personal information,Yes,True,,,
1006,1006,1006,True,com_1006,Do not sell my personal information,Yes,True,,,,True,com_1006,Do not sell my personal information,Yes,True,com_1006,Do not sell my personal information,Yes,True,com_1006,Do not sell my personal information,Yes,True,com_1006,Do not sell my personal information,Yes,True,,,
1011,1011,1011,True,,,,True,,,,True,,,,True,,,,True,com_1011,Do not sell my personal information,Yes,True,com_1011,Do not sell my personal information,Yes,True,,,
1015,1015,1015,True,,,,True,forbes_1015,Do not sell or share my personal information,Yes,True,forbes_1015,Do not sell or share my personal information,Yes,True,,,,True,forbes_1015,Do not sell or share my personal information,Yes,True,forbes_1015,Do not sell or share my personal information,Yes,True,forbes_1015,Do not sell or share my personal information,Yes
1017,1017,1017,True,wsj_1017,Do not sell or share my personal information,Yes,True,,,,True,wsj_1017,Do not sell or share my personal information,Yes,True,wsj_1017,Do not sell or share my personal information,Yes,True,wsj_1017,Do not sell or share my personal information,Yes,True,wsj_1017,Do not sell or share my personal information,Yes,True,,,
1021,1021,1021,True,cnn_1021,Do not sell or share my personal information,Yes,True,,,,True,cnn_1021,Do not sell or share my personal information,Yes,True,cnn_1021,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,
1023,1023,1023,True,entrepreneur_1023,Do not sell or share my personal information,Yes,True,,,,True,entrepreneur_1023,Do not sell or share my personal information,Yes,True,entrepreneur_1023,Do not sell or share my personal information,Yes,True,entrepreneur_1023,Do not sell or share my personal information,Yes,True,entrepreneur_1023,Do not sell or share my personal information,Yes,True,,,
1024,1024,1024,True,ibtimes_1024,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,,,,True,,,
1025,1025,1025,True,,,,True,,,,True,bizjournals_1025,Do not sell my personal information,Yes,True,bizjournals_1025,Do not sell my personal information,Yes,True,,,,True,,,,True,,,
1027,1027,1027,True,com_1027,Do not sell or share my personal information,,True,com_1027,Do not sell or share my personal information,Yes,True,com_1027,Do not sell or share my personal information,Yes,True,com_1027,Do not sell or share my personal information,Yes,True,com_1027,Do not sell or share my personal information,Yes,True,com_1027,Do not sell or share my personal information,Yes,True,com_1027,Do not sell or share my personal information,Yes
1030,1030,1030,True,ft_1030,Do not sell or share my personal information,Yes,True,,,,True,ft_1030,Do not sell or share my personal information,Yes,True,ft_1030,Do not sell or share my personal information,Yes,True,,,,True,,,,True,,,
1031,1031,1031,True,,,,True,fastcompany_1031,Do not sell my personal information,Yes,True,,,,True,,,,True,,,,True,,,,True,,,
1049,1049,1049,True,schwab_1049,Do not sell or share my personal information,Yes,True,,,,True,schwab_1049,Do not sell or share my personal information,Yes,True,schwab_1049,Do not sell or share my personal information,Yes,True,schwab_1049,Do not sell or share my personal information,Yes,True,schwab_1049,Do not sell or share my personal information,Yes,True,,,
1054,1054,1054,True,,,,True,forbes_1054,Do not sell or share my personal information,Yes,True,forbes_1054,Do not sell or share my personal information,Yes,True,,,,True,forbes_1054,Do not sell or share my personal information,Yes,True,forbes_1054,Do not sell or share my personal information,Yes,True,forbes_1054,Do not sell or share my personal information,Yes
1058,1058,1058,True,marketwatch_1058,Do not sell or share my personal information,Yes,True,,,,True,marketwatch_1058,Do not sell or share my personal information,Yes,True,marketwatch_1058,Do not sell or share my personal information,Yes,True,marketwatch_1058,Do not sell or share my personal information,Yes,True,marketwatch_1058,Do not sell or share my personal information,Yes,True,,,
1059,1059,1059,True,libertymutual_1059,Do not sell or share my personal information,Yes,True,libertymutual_1059,Do not sell or share my personal information,Yes,True,,,,True,,,,True,libertymutual_1059,Do not sell or share my personal information,Yes,True,libertymutual_1059,Do not sell or share my personal information,Yes,True,,,
1061,1061,1061,True,libertymutual_1061,Do not sell or share my personal information,Yes,True,libertymutual_1061,Do not sell or share my personal information,Yes,True,,,,True,,,,True,libertymutual_1061,Do not sell or share my personal information,Yes,True,libertymutual_1061,Do not sell or share my personal information,Yes,True,,,
1084,1084,1084,True,niche_1084,Do not sell my personal information,Yes,True,niche_1084,Do not sell my personal information,Yes,True,niche_1084,Do not sell my personal information,Yes,True,niche_1084,Do not sell my personal information,Yes,True,niche_1084,Do not sell my personal information,,True,niche_1084,Do not sell my personal information,Yes,True,niche_1084,Do not sell my personal information,Yes
1090,1090,1089,True,allrecipes_1089,Do not sell my personal information,Yes,True,allrecipes_1089,Do not sell my personal information,Yes,True,allrecipes_1089,Do not sell my personal information,Yes,True,allrecipes_1089,Do not sell my personal information,Yes,True,,,,True,,,,True,allrecipes_1089,Do not sell my personal information,Yes
