,Index,Check,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text
574,574,True,agoda_574,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
575,575,True,,,,,,,
576,576,True,choicehotels_576,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
577,577,True,,,,,,,
578,578,True,,,,,,,
579,579,True,thrillist_579,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
580,580,True,timeout_580,1,Yes,Do not sell my information| Wi,Yes,Yes,Do not sell my personal information
581,581,True,,,,,,,
582,582,True,travelandleisure_582,1,Yes,"DoNo ""1",Yes,Yes,Do not sell my personal information
583,583,True,,,,,,,
584,584,True,,,,,,,
585,585,True,,,,,,,
586,586,True,,,,,,,
587,587,True,,,,,,,
588,588,True,,,,,,,
589,589,True,,,,,,,
590,590,True,,,,,,,
591,591,True,southernliving_591,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
592,592,True,,,,,,,
593,593,True,bestbuy_593,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
594,594,True,lg_594,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
595,595,True,,,,,,,
596,596,True,panasonic_596,1,Yes,Do Not Sell My Datal Wi,Yes,Yes,Do not sell my personal information
597,597,True,samsung_597,1,Yes,ell or Share My Personal information| 1/1,Yes,Yes,Do not sell or share my personal information
598,598,True,,,,,,,
599,599,True,geappliances_599,1,Yes,ell Or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
600,600,True,,,,,,,
601,601,True,,,,,,,
602,602,True,whirlpool_602,1,Yes,ell Or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
603,603,True,abt_603,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
604,604,True,,,,,,,
605,605,True,,,,,,,
606,606,True,,,,,,,
607,607,True,,,,,,,
608,608,True,,,,,,,
609,609,True,,,,,,,
610,610,True,,,,,,,
611,611,True,,,,,,,
612,612,True,,,,,,,
613,613,True,cdw_613,1,Yes,sonal Information - Currently Sharing] 1/1,Yes,Yes,Do not sell or share my personal information
614,614,True,,,,,,,
615,615,True,,,,,,,
616,616,True,,,,,,,
617,617,True,,,,,,,
618,618,True,,,,,,,
619,619,True,,,,,,,
620,620,True,,,,,,,
621,621,True,com_621,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
622,622,True,microcenter_622,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information
623,623,True,,,,,,,
624,624,True,,,,,,,
625,625,True,,,,,,,
626,626,True,,,,,,,
627,627,True,,,,,,,
628,628,True,avg_628,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information
629,629,True,norton_629,1,Yes,to Not Sell or Share My Personal Data|_ 1/1,Yes,Yes,Do not sell or share my personal information
630,630,True,,,,,,,
631,631,True,avast_631,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information
632,632,True,com_632,1,Yes,3ell My Personal Information request] 1/1,Yes,Yes,
633,633,True,,,,,,,
634,634,True,,,,,,,
635,635,True,eset_635,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information
636,636,True,avira_636,1,Yes,to Not Sell or Share My Personal Data|_ 1/1,Yes,Yes,Do not sell or share my personal information
637,637,True,,,,,,,
638,638,True,,,,,,,
639,639,True,,,,,,,
640,640,True,,,,,,,
641,641,True,,,,,,,
642,642,True,,,,,,,
643,643,True,,,,,,,
644,644,True,,,,,,,
645,645,True,,,,,,,
646,646,True,,,,,,,
647,647,True,adobe_647,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information
648,648,True,,,,,,,
649,649,True,,,,,,,
650,650,True,,,,,,,
651,651,True,,,,,,,
652,652,True,,,,,,,
653,653,True,,,,,,,
654,654,True,,,,,,,
655,655,True,,,,,,,
656,656,True,oracle_656,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information
657,657,True,,,,,,,
658,658,True,,,,,,,
659,659,True,,,,,,,
660,660,True,,,,,,,
661,661,True,,,,,,,
662,662,True,,,,,,,
663,663,True,,,,,,,
664,664,True,cnet_664,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
665,665,True,,,,,,,
666,666,True,theverge_666,1,Yes,SELL OR SHARE MY PERSONAL INFO| 1/1,Yes,Yes,Do not sell or share my personal information
667,667,True,,,,,,,
668,668,True,,,,,,,
669,669,True,,,,,,,
670,670,True,digitaltrends_670,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information
671,671,True,imore_671,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information
672,672,True,,,,,,,
673,673,True,tomsguide_673,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information
674,674,True,,,,,,,
675,675,True,consumerreports_675,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
676,676,True,,,,,,,
677,677,True,toptenreviews_677,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information
678,678,True,,,,,,,
679,679,True,,,,,,,
680,680,True,vox_680,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information
681,681,True,,,,,,,
682,682,True,,,,,,,
683,683,True,,,,,,,
684,684,True,,,,,,,
685,685,True,,,,,,,
686,686,True,,,,,,,
687,687,True,hm_687,1,Yes,Â© Not Sell Or Share My Personal Data| 1/1,Yes,Yes,Do not sell or share my personal information
688,688,True,victoriassecret_688,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
689,689,True,footlocker_689,1,Yes,ell or Share my Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
690,690,True,,,,,,,
691,691,True,,,,,,,
692,692,True,,,,,,,
693,693,True,,,,,,,
694,694,True,urbanoutfitters_694,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information
695,695,True,,,,,,,
696,696,True,,,,,,,
697,697,True,,,,,,,
698,698,True,,,,,,,
699,699,True,,,,,,,
700,700,True,ae_700,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
701,701,True,,,,,,,
702,702,True,zulily_702,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
703,703,True,pandora_703,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
704,704,True,ralphlauren_704,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
705,705,True,,,,,,,
706,706,True,,,,,,,
707,707,True,,,,,,,
708,708,True,,,,,,,
709,709,True,fossil_709,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information
710,710,True,,,,,,,
711,711,True,,,,,,,
712,712,True,,,,,,,
713,713,True,,,,,,,
714,714,True,,,,,,,
715,715,True,,,,,,,
716,716,True,,,,,,,
717,717,True,,,,,,,
718,718,True,,,,,,,
719,719,True,tiffany_719,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
720,720,True,,,,,,,
721,721,True,victoriassecret_721,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
722,722,True,yandy_722,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
723,723,True,venus_723,1,Yes,\-DO NOTSELL MY PERSONAL INFO| 1/1,Yes,Yes,Do not sell my personal information
724,724,True,,,,,,,
725,725,True,,,,,,,
726,726,True,,,,,,,
727,727,True,,,,,,,
728,728,True,,,,,,,
729,729,True,,,,,,,
730,730,True,,,,,,,
731,731,True,,,,,,,
732,732,True,,,,,,,
733,733,True,3wishes_733,1,Yes,not sell my personal information| Wi,Yes,Yes,Do not sell my personal information
734,734,True,,,,,,,
735,735,True,,,,,,,
736,736,True,,,,,,,
737,737,True,com_737,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information
738,738,True,josbank_738,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information
739,739,True,,,,,,,
740,740,True,,,,,,,
741,741,True,,,,,,,
742,742,True,,,,,,,
743,743,True,,,,,,,
744,744,True,,,,,,,
745,745,True,,,,,,,
746,746,True,,,,,,,
747,747,True,,,,,,,
748,748,False,,,,,,,
749,749,True,,,,,,,
750,750,True,,,,,,,
751,751,True,,,,,,,
752,752,True,,,,,,,
753,753,True,,,,,,,
754,754,True,,,,,,,
755,755,True,haggar_755,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
756,756,True,,,,,,,
757,757,True,sorel_757,1,Yes,fornia Residents: Do Not Sell My Info| 1/1,Yes,Yes,California residents: do not sell my info
758,758,True,underarmour_758,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
759,759,True,dsw_759,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
760,760,True,prana_760,1,Yes,fornia Residents: Do Not Sell My Info| 1/1,Yes,Yes,California residents: do not sell my info
761,761,True,finishline_761,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
762,762,True,famousfootwear_762,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
763,763,True,,,,,,,
764,764,True,,,,,,,
765,765,True,,,,,,,
766,766,True,colehaan_766,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information
767,767,True,,,,,,,
768,768,True,ray-ban_768,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information
769,769,True,sunglasshut_769,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
770,770,True,,,,,,,
771,771,True,oakley_771,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information
772,772,True,,,,,,,
773,773,True,,,,,,,
774,774,True,,,,,,,
775,775,True,glasses_775,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
776,776,True,,,,,,,
777,777,True,,,,,,,
778,778,True,,,,,,,
779,779,True,,,,,,,
780,780,True,,,,,,,
781,781,True,,,,,,,
782,782,True,,,,,,,
783,783,True,,,,,,,
784,784,True,,,,,,,
785,785,True,,,,,,,
786,786,True,airforce_786,2-Apr,Check,ell or Share My Personal information| 1/2,Yes,Yes,Do not sell or share my personal information
787,787,True,,,,,,,
788,788,True,,,,,,,
789,789,True,,,,,,,
790,790,True,kbb_790,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
791,791,True,edmunds_791,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
792,792,True,cargurus_792,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
793,793,True,,,,,,,
794,794,True,,,,,,,
795,795,True,cars_795,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
796,796,True,carmax_796,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information
797,797,True,,,,,,,
798,798,True,truecar_798,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
799,799,True,,,,,,,
800,800,True,jdpower_800,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information
801,801,True,,,,,,,
802,802,True,,,,,,,
803,803,True,,,,,,,
804,804,True,autobytel_804,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information
805,805,True,,,,,,,
806,806,True,,,,,,,
807,807,True,,,,,,,
808,808,True,,,,,,,
809,809,True,,,,,,,
810,810,True,,,,,,,
811,811,True,,,,,,,
812,812,True,nissanusa_812,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
813,813,True,mbusa_813,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
814,814,True,,,,,,,
815,815,True,,,,,,,
816,816,True,bmwusa_816,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
817,817,True,,,,,,,
818,818,True,,,,,,,
819,819,True,,,,,,,
820,820,True,audiusa_820,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
821,821,True,porsche_821,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
822,822,True,,,,,,,
823,823,True,subaru_823,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
824,824,True,vw_824,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
825,825,True,mazdausa_825,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information
826,826,True,volvocars_826,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
827,827,True,,,,,,,
828,828,True,,,,,,,
829,829,True,,,,,,,
830,830,True,,,,,,,
831,831,True,,,,,,,
832,832,True,,,,,,,
833,833,True,boatshop24_833,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
834,834,True,boattrader_834,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
835,835,True,pursuitboats_835,,Check,"ot sell]

o/o",Yes,No,
836,836,True,yachtworld_836,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
837,837,True,,,,,,,
838,838,True,ulta_838,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
839,839,True,,,,,,,
840,840,True,,,,,,,
841,841,True,,,,,,,
842,842,True,,,,,,,
843,843,True,,,,,,,
844,844,True,maccosmetics_844,1,Yes,NALINFORMATION / TARGETED ADS| 1/1,Yes,Yes,Do not sell or share my personal information
845,845,True,racked_845,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information
846,846,True,,,,,,,
847,847,True,,,,,,,
848,848,True,,,,,,,
849,849,True,,,,,,,
850,850,True,greatclips_850,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
851,851,True,,,,,,,
852,852,True,,,,,,,
853,853,True,,,,,,,
854,854,True,,,,,,,
855,855,True,ipsy_855,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information
856,856,True,,,,,,,
857,857,True,refinery29_857,1,Yes,Do Not Sell or Share My Info| Wi,Yes,Yes,Do not sell or share my personal information
858,858,True,,,,,,,
859,859,True,fashionbeans_859,1,Yes,ellor share my personalinformation| 1/1,Yes,Yes,Do not sell or share my personal information
860,860,True,,,,,,,
861,861,True,,,,,,,
862,862,True,marieclaire_862,1,Yes,"DO NOTSELL MY INFO| ""1",Yes,Yes,Do not sell my personal information
863,863,True,,,,,,,
864,864,True,com_864,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
865,865,True,instyle_865,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
866,866,True,,,,,,,
867,867,True,,,,,,,
868,868,True,,,,,,,
869,869,True,,,,,,,
870,870,True,,,,,,,
871,871,True,,,,,,,
872,872,True,lifeandstylemag_872,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information
873,873,True,,,,,,,
874,874,True,,,,,,,
875,875,True,,,,,,,
876,876,True,racked_876,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information
877,877,True,,,,,,,
878,878,True,,,,,,,
879,879,True,,,,,,,
880,880,True,blackboard_880,1,Yes,Do Not Sell My Pl Wi,Yes,Yes,Do not sell my personal information
881,881,True,,,,,,,
882,882,True,,,,,,,
883,883,True,,,,,,,
884,884,True,,,,,,,
885,885,True,,,,,,,
886,886,True,,,,,,,
887,887,True,,,,,,,
888,888,True,sparknotes_888,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
889,889,True,,,,,,,
890,890,True,,,,,,,
891,891,True,,,,,,,
892,892,True,chegg_892,1,Yes,"DO NOTSELL MY INFO| ""1",Yes,Yes,Do not sell my personal information
893,893,True,,,,,,,
894,894,True,,,,,,,
895,895,True,,,,,,,
896,896,True,,,,,,,
897,897,True,,,,,,,
898,898,True,,,,,,,
899,899,True,,,,,,,
900,900,True,,,,,,,
901,901,True,,,,,,,
902,902,True,,,,,,,
903,903,True,,,,,,,
904,904,True,dice_904,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
905,905,True,,,,,,,
906,906,True,,,,,,,
907,907,True,,,,,,,
908,908,True,,,,,,,
909,909,True,,,,,,,
910,910,True,,,,,,,
911,911,True,,,,,,,
912,912,True,,,,,,,
913,913,True,,,,,,,
914,914,True,,,,,,,
915,915,True,,,,,,,
916,916,True,,,,,,,
917,917,True,,,,,,,
918,918,True,,,,,,,
919,919,True,glassdoor_919,1,Yes,Do Not Sell Or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information
920,920,True,,,,,,,
921,921,True,,,,,,,
922,922,True,,,,,,,
923,923,True,,,,,,,
924,924,True,snagajob_924,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
925,925,True,careerbuilder_925,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
926,926,True,salary_926,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information
927,927,True,,,,,,,
928,928,True,,,,,,,
929,929,True,,,,,,,
930,930,True,,,,,,,
931,931,True,,,,,,,
932,932,True,,,,,,,
933,933,True,governmentjobs_933,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information
934,934,True,livecareer_934,1,Yes,Do Not Sell or Share My Info| Wi,Yes,Yes,Do not sell or share my personal information
935,935,True,,,,,,,
936,936,True,,,,,,,
937,937,True,instructables_937,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information
938,938,True,,,,,,,
939,939,True,,,,,,,
940,940,True,,,,,,,
941,941,True,,,,,,,
942,942,True,edx_942,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
943,943,True,,,,,,,
944,944,True,codecademy_944,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
945,945,True,,,,,,,
946,946,True,,,,,,,
947,947,True,,,,,,,
948,948,True,,,,,,,
949,949,True,,,,,,,
950,950,True,,,,,,,
951,951,True,,,,,,,
952,952,True,,,,,,,
953,953,True,,,,,,,
954,954,True,,,,,,,
955,955,True,,,,,,,
956,956,True,,,,,,,
957,957,True,,,,,,,
958,958,True,,,,,,,
959,959,True,netflix_959,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
960,960,True,com_960,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
961,961,True,twitch_961,,Check,"ot sell]

o/o",Yes,No,
962,962,True,bbc_962,1,Yes,AdChoices / Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information
963,963,True,,,,,,,
964,964,True,,,,,,,
965,965,True,,,,,,,
966,966,True,,,,,,,
967,967,True,,,,,,,
968,968,True,,,,,,,
969,969,True,,,,,,,
970,970,True,,,,,,,
971,971,True,,,,,,,
972,972,True,,,,,,,
973,973,True,com_973,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
974,974,True,,,,,,,
975,975,True,,,,,,,
976,976,True,,,,,,,
977,977,True,,,,,,,
978,978,True,,,,,,,
979,979,True,,,,,,,
980,980,True,,,,,,,
981,981,True,,,,,,,
982,982,True,last_982,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
983,983,True,,,,,,,
984,984,True,,,,,,,
985,985,True,,,,,,,
986,986,True,,,,,,,
987,987,True,,,,,,,
988,988,True,,,,,,,
989,989,True,,,,,,,
990,990,True,,,,,,,
991,991,True,cinemark_991,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
992,992,True,,,,,,,
993,993,True,livenation_993,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
994,994,True,vividseats_994,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information
995,995,True,,,,,,,
996,996,True,,,,,,,
997,997,True,,,,,,,
998,998,True,,,,,,,
999,999,True,,,,,,,
1000,1000,True,,,,,,,
1001,1001,True,,,,,,,
1002,1002,True,,,,,,,
1003,1003,True,,,,,,,
1004,1004,True,,,,,,,
1005,1005,True,,,,,,,
1006,1006,True,,,,,,,
1007,1007,True,,,,,,,
1008,1008,True,,,,,,,
1009,1009,True,,,,,,,
1010,1010,True,,,,,,,
1011,1011,True,,,,,,,
1012,1012,True,,,,,,,
1013,1013,True,,,,,,,
1014,1014,True,,,,,,,
1015,1015,True,forbes_1015,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
1016,1016,True,,,,,,,
1017,1017,True,wsj_1017,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
1018,1018,True,,,,,,,
1019,1019,True,,,,,,,
1020,1020,True,,,,,,,
1021,1021,True,,,,,,,
1022,1022,True,cnbc_1022,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
1023,1023,True,,,,,,,
1024,1024,True,,,,,,,
1025,1025,True,,,,,,,
1026,1026,True,com_1026,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
1027,1027,True,com_1027,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
1028,1028,True,inc_1028,1,Yes,"DO NOTSELL MY DATA ""1",Yes,Yes,Do not sell my personal information
1029,1029,True,,,,,,,
1030,1030,True,,,,,,,
1031,1031,True,,,,,,,
1032,1032,True,,,,,,,
1033,1033,True,,,,,,,
1034,1034,True,,,,,,,
1035,1035,True,,,,,,,
1036,1036,True,,,,,,,
1037,1037,True,,,,,,,
1038,1038,True,,,,,,,
1039,1039,True,,,,,,,
1040,1040,True,,,,,,,
1041,1041,True,citi_1041,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
1042,1042,True,,,,,,,
1043,1043,True,,,,,,,
1044,1044,True,,,,,,,
1045,1045,True,,,,,,,
1046,1046,True,citi_1046,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
1047,1047,True,,,,,,,
1048,1048,True,,,,,,,
1049,1049,True,,,,,,,
1050,1050,True,,,,,,,
1051,1051,True,,,,,,,
1052,1052,True,,,,,,,
1053,1053,True,,,,,,,
1054,1054,True,forbes_1054,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information
1055,1055,True,,,,,,,
1056,1056,True,,,,,,,
1057,1057,True,,,,,,,
1058,1058,True,,,,,,,
1059,1059,True,,,,,,,
1060,1060,True,,,,,,,
1061,1061,True,,,,,,,
1062,1062,True,,,,,,,
1063,1063,True,statefarm_1063,2-Feb,Check,onal Information (CA residents only)|_ 2/2,Yes,Yes,Do not sell or share my personal information(CA residents only)
1064,1064,True,,,,,,,
1065,1065,True,,,,,,,
1066,1066,True,progressive_1066,1,Yes,onal Information (CA Residents Only)| 1/1,Yes,Yes,Do not sell or share my personal information(CA residents only)
1067,1067,True,,,,,,,
1068,1068,True,,,,,,,
1069,1069,True,,,,,,,
1070,1070,True,,,,,,,
1071,1071,True,,,,,,,
1072,1072,True,,,,,,,
1073,1073,True,,,,,,,
1074,1074,True,,,,,,,
1075,1075,True,,,,,,,
1076,1076,True,,,,,,,
1077,1077,True,org_1077,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
1078,1078,True,,,,,,,
1079,1079,True,,,,,,,
1080,1080,True,,,,,,,
1081,1081,True,,,,,,,
1082,1082,True,,,,,,,
1083,1083,True,,,,,,,
1084,1084,True,niche_1084,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
1085,1085,True,,,,,,,
1086,1086,True,salliemae_1086,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information
1087,1087,True,,,,,,,
1088,1088,True,,,,,,,
1089,1089,True,allrecipes_1089,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information
