,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
263,net_295,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,295
264,nytimes_177,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,177
265,tiffany_719,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,719
266,mapmyrun_498,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,498
267,glassdoor_919,1,Yes,Do Not Sell Or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,919
268,yellowpages_269,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,269
269,innerbody_403,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,403
270,bhg_125,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,125
271,grubhub_17,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,17
272,com_179,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,179
273,cheapoair_557,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,557
274,josbank_738,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,738
275,volvocars_826,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,826
276,gardeningknowhow_115,1,Yes,ellor share my personalinformation| 1/1,Yes,Yes,Do not sell or share my personal information,115
277,us_302,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,302
278,greatclips_850,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,850
